Input,Material,Colour,Weight,Volume
"Vektra VEK-1506 Vacuum Insulated Enviromentally Eco Friendly Easy Pour Cordless Kettle, 1.5 Litre, Stainless Steel
Brand Vektra
Colour Stainless Steel
Capacity 1.5 litres
Material Stainless Steel
Item Dimensions  L x W x H 15 x 22 x 25 centimetres
Keep your boiled water hot for up to 4 hours with this innovative vacuum design. By reducing the number of times you need to re-boil, this kettle saves energy making it the most efficient and environmentally friendly provider of hot drinks all day.
Use this kettle as a carafe / flask in your home.  With an insulated base, cool-touch body, and a leak-proof button system that avoids accidents if the jug is knocked over, this kettle is particularly safe - ideal for elderly.
Stylish, elegant and practical - both the outer and inner shell are made from high quality 18/8 stainless steel. It has a comfortable and secure handle, a non-drip pouring spout and built in thermostat which deactivates the kettle once the water reaches boiling point.
Further features include: a limescale filter, 360 degrees base rotation for left and right handed use, illuminating on/off switch, quiet operation.
2 year manufacturers warranty
Brand Vektra
Model Number VEK-1506
Colour Stainless Steel
Product Dimensions 15 x 22 x 25 cm; 1.7 Kilograms
Capacity 1.5 litres
Volume Capacity 1.5 litres
Material Stainless Steel
Special Features Cordless
Item Weight 1.7 kg
",metal,other,1.7kg,1.5L
"Drew&Cole RediKettle, Variable Temperature Kettle, Thermal, Digital, 1.7 Litre, Charcoal
Brand DREW & COLE
Colour Charcoal
Capacity 1.7 litres
Heat lock technology: heat lock vacuum technology keeps your water drink-ready for Up to four hours, saving you time, energy and money.
Temperature top-up: choose your reheat temperature and the water will be drink ready again in seconds, not minutes
Cool touch: red kettle is completely cool to the touch, even when the water inside is boiling hot.
Cup count: the patent-pending base’s unique cup count display means you always know exactly how many drinks you have left in your red kettle.
Never overfill: the intelligent base also features dual capacity boil protection. This will tell you if your red kettle is under or over-filled and won’t let you boil. So your kettle will never dry-boil or spit boiling water again.
Precise temperature: features five precise temperature settings so you can make your perfect drink every time.
Large capacity: Large 1. 7L capacity allows for up to 6 hot drinks to be made at once.
Brand DREW & COLE
Model Number 1074
Colour Charcoal
Package Dimensions 28.4 x 26 x 24.2 cm; 2.52 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Special Features Boil_Dry_Protection
Item Weight 2.52 kg
",other,other,2.52kg,1.7L
"Diguo Variable Temperature Digital Electric Gooseneck Kettle, Pour Over Coffee Kettle Hand Drip Kettle Narrow Spout Premium Stainless Steel Gooseneck Tea Kettle, DG-1738 (Sliver)
Brand Diguo
Colour Sliver
Material Stainless Steel
Precise Temperature Control - 6 pre-programmed temperature setting for your quick selection with a fine adjustment of 1 degree. HOLD function is able to maintain at your desire temperature while you prepare for your coffee ritual
Well Balance and Excellent Trickle - What is crucial to manual brewing is to moisten your precious coffee grounds evenly. The perfectly crafted gooseneck did exactly that by providing an accurate pour control and continuous thin trickle. With the right tools, coffee you brew is perfect every time
Easy to Operate - Logically positions and self-explanatory control button on pedestal. Real time temperature display on large, bright and easy to read LED in degree Fahrenheit or Celsius. It doubles up as a count-up timer for the brewing process. Every operation is feedback with a confirmation beep
Elegant Kettle - Add a warm and rusticity to your home with this distinctive kettle. Beautiful and nicely pressed pattern, brushed finish couple with sturdy real wood handle and lid knob. Be it in your kitchen or counter top, it is an object of attraction and a conversation starter Package - 360-Degree Swivel Base with spill and dust protective cover, Voltage: 220V.
Power: 1000W for quickly heating. and brushed 304 (18/8) stainless steel body with real wood handle and lid knob kettle, Capacity: 700ml
Brand Diguo
Colour Sliver
Package Dimensions 28.5 x 22.2 x 19 cm; 1.3 Kilograms
Material Stainless Steel
Special Features Boil Dry Protection
Item Weight 1.3 kg
",metal,silver,1.3kg,700ml
"Tarente 12V Electric Kettle, 1200ML 12V Stainless Steel Electric In-car Kettle Travel Thermoses Heating Water Bottle
Powered by cigarette lighter plug power source, enables to drink hot water on road
Made of food grade 304 stainless and PP material, safe to drink the boiled water
Sealed kettle cover made by high quality silicon gel, safe and non-toxic, good sealing performance to keep water warm, and ensures that the drink does not spill over
Kettle inner and outer using vacuum insulation technology, good insulation effect to prevent burns
Kettle has a indicator light, it will keep on red till the water boil, after water boiled, it will turn to green color to keep the water warn
Brand Tarente
Model Number TA907FXEU-583
Package Dimensions 30 x 18 x 11 cm; 820 Grams
Volume Capacity 1.2 litres
Power / Wattage 120 watts
Item Weight 820 g
",metal,other,820g,1.2L
"Kenwood Turin SJM550 Kettle - Stainless steel
Brand Kenwood
Colour Stainless Steel
Capacity 1.5 litres
Material Stainless Steel
Power / Wattage 3 watts
3KW
Flip lid
Sure grip handle
Boil dry protection
Removable mesh filter
Brand Kenwood
Model Number 0WSJM55001
Colour Stainless Steel
Package Dimensions 28.8 x 20 x 19.8 cm; 1.7 Kilograms
Capacity 1.5 litres
Volume Capacity 1.5 litres
Power / Wattage 3 watts
Material Stainless Steel
Auto Shutoff No
Energy Efficiency Class A
Runtime 0 minute
Special Features Boil_Dry_Protection
Item Weight 1.7 kg
",metal,other,1.7kg,1.5L
"De'Longhi Argento Flora KBX3016.PK Kettle, 360 Swivel base & cord storage, Pink
Brand De'Longhi
Colour Peony Pink
Capacity 1.7 litres
Item Dimensions  L x W x H 19 x 26 x 27 centimetres
Exclusive peony pink paint finish – will not show finger prints
Boil dry protection - automatically switches off when the kettle is empty
Removable and washable limescale filter
360 degree base
1.7 litre capacity
Brand De'Longhi
Colour Peony Pink
Product Dimensions 19 x 26 x 27 cm; 1.68 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Item Weight 1.68 kg
",other,pink,1.68kg,1.7L
"Kenwood SJM250 Kettle - Stainless steel
Brand Kenwood
Colour Stainless Steel
Capacity 1.7 litres
Material Stainless Steel
Power / Wattage 3000 watts
3 kilowatts polished stainless steel jug kettle with 1.7 litre capacity
Single water window
Wide-angled spout for easy pouring and filling
Secure hinged lid for easy filling
Removable filter
Brand Kenwood
Model Number SJM250
Colour Stainless Steel
Product Dimensions 22 x 16 x 25.5 cm; 1.1 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless Steel
Auto Shutoff No
Energy Efficiency Class A+
Runtime 0 minute
Special Features Concealed Heating^Cordless
Item Weight 1.1 kg
",metal,other,1.1kg,1.7L
"De'Longhi Avvolta Kettle, anti-scale filter, 1.7 Liters, 360° swivel base, KBA3001R, Red
Brand De'Longhi
Colour Red
Capacity 1.7 litres
Material Plastic
Power / Wattage 3000 watts
Exclusive red plastic body with transparent wrapping
360° swivel base. Detachable base for cord-free convenience
Water level indicator
3-level safety protection: -Auto shut-off when water begins to boil -Thermal Cut-off -Auto shut-off when body is lifted from base""
Cord storage
Brand De'Longhi
Colour Red
Package Dimensions 27.43 x 25.65 x 25.4 cm; 2.06 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Plastic
Item Weight 2.06 kg
",plastic,red,2.06kg,1.7L
"Team Kalorik Electric Glass Kettle, 1.5 L, 2200 W, Lime Scale and Particle Filter, Apple Green, TKG JK 1022 AG
Brand Team Kalorik
Colour Green
Capacity 1.5 litres
Material Glass
Voltage 230 Volts
Solid glass electric kettle with a capacity of 1.5 litres to quickly heat large quantities of water
Button-secured lid, Water level indicator, Limescale and particle filter
Blue LED ring on the inside to light the container, On/off button, Automatic shut-off when boiling finishes
Cordless with a 360° rotating base, Cord stored in base, Hidden stainless steel heating element, Protection against dry boiling and overheating, Non-slip feet for stability
Contents: 1 Team Kalorik Kettle, Instruction manual, Capacity: 1.5L, Materials: Glass/Stainless Steel/Plastic, Colour: Bright Green, TKG JK 1022 AG
Brand Team Kalorik
Model Number TKG JK 1022 AG
Colour Green
Product Dimensions 23 x 17 x 21 cm; 1 Kilograms
Capacity 1.5 litres
Volume Capacity 1.5 litres
Power / Wattage 2200 watts
Voltage 230 Volts
Material Glass
Auto Shutoff Yes
Item Weight 1 kg
",glass,green,1kg,1.5L
"1L Litre Electric Cordless Kitchen Kettle Caravan Travel Hot Water Jug - Overheat Thermostat - White 900w - [Energy Class A] [Energy Class A]
Brand FiNeWaY
Colour White
Capacity 1 litres
Material Plastic
Power / Wattage 900 watts
CAPACITY - This is 1 litre cordless 900W electric kettle in white colour.
SAFETY CUT-OUT - Auto-Switch-off when water boils Detachable jug kettle. Built in overheat and boil dry safety cut-out
SUITABLE FOR ALL USERS - Clear water gauge for accuracy and precision. Highly visible light for easy usage making it suitable for all users
FEATURES - Detachable jug kettle, [Energy Class A], UK 3 pin plug, Approx height: 18cm, 1 x Instructions Manual, Pilot light.
900W LOW WATTAGE - Suitable for Camping, Travelling & Caravan. Quality guarantee ,1 years warranty. If you have any questions about our products, you can always contact us and we will be happy to help.
Brand FiNeWaY
Model Number UKASNHMAKTN10695
Colour White
Product Dimensions 21 x 12.6 x 19.2 cm; 600 Grams
Capacity 1 litres
Volume Capacity 1 litres
Power / Wattage 900 watts
Material Plastic
Auto Shutoff No
Special Features Cordless
Item Weight 600 g
",plastic,white,600g,1L
"Morphy Richards White Brita Filter 120011 Electric Jug Kettle, 3000 W, New-White
Brand Morphy Richards
Colour White
Voltage 240
Power / Wattage 3000 watts
Item Dimensions  L x W x H 20 x 14 x 26 centimetres
Integrated Brita filtration reduces lime scale, metals and chlorine for great tasting hot drinks and prolonged kettle life
Simultaneous filter and boil technology for speed and convenience
Electronic memo indicator tells you when to change your cartridge
Handy water gauge so you can easily view the 1.5L capacity which serves up to 6 cups
360 degree cordless base for left and right handed use
100% recyclable cartridge providing great tasting water at just a few pence per litre.
Brand Morphy Richards
Model Number 120011
Colour White
Product Dimensions 20 x 14 x 26 cm; 1.16 Kilograms
Volume Capacity 1.5 litres
Power / Wattage 3000 watts
Voltage 240
Special Features Cordless
Item Weight 1.16 kg
",other,white,1.16kg,1.5L
"Portable Stainless Steel Car Truck Travel Electric Kettle Pot Heated Water Cup Fast Boiling for Tea Coffee Milk 1300ml (24V)
Brand Fdit
Capacity 1300 Millilitres
Material Stainless Steel
Power / Wattage 120 watts
Item Dimensions  L x W x H 45 x 35 x 30 centimetres
♥ Harmless Material: The car electric kettle is made of 304 stainless steel and food grade plastic, which can safely drink the boiled water.
♥ Good Sealing Performance: This heated cup has good sealing properties, keeps hot water in the case of a kettle lid seal and ensures that the beverage does not overflow.
♥ Vacuum Insulation Technology: The internal and external water tanks of the heated water cup are vacuum insulated and have good heat insulation effect to avoid burns.
♥ Easy to Use: Standard 12v / 24v car power outlet, built-in fuse, external power indicator, safe design, easy to use.
♥ Widely Used: Car electric kettle, suitable for boiling water, brewing coffee, milk powder, boiled eggs, etc.
Brand Fdit
Model Number Fditkytzpov86r-02
Product Dimensions 45.01 x 35 x 30 cm; 400 Grams
Capacity 1300 Millilitres
Volume Capacity 1.3 litres
Power / Wattage 120 watts
Material Stainless Steel
Item Weight 400 g
",metal,other,400g,1.3L
"Jean-Patrique Country Rose Electric Cordless Ceramic Kettle
Brand White Country Rose Ceramic Kettle - 1L | Cordless kettle with retro design | From Jean Patrique
Colour White
Capacity 1 litres
Material Ceramic
Item Dimensions  L x W x H 15 x 23 x 14 centimetres
WHITE COUNTRY ROSE CERAMIC KETTLE - This elegant 1 Litre capacity kettle combines a retro kettle design inspired by traditional teapots, with essential modern features such as a cordless base, limescale prevention and auto shut-off.
FAST & EFFICIENT HEATING - A powerful heating element in the base of the kettle boils water in no time at all, while the study ceramic body keeps water hotter for longer.
FAST & EFFICIENT HEATING - A powerful heating element in the base of the kettle boils water in no time at all, while the study ceramic body keeps water hotter for longer.
CORDLESS KETTLE DESIGN - Transfer the kettle from countertop to table, tea tray or even outside without the hassle of a cord. Place the kettle back down anywhere on the 360° rotating base.
AUTO SHUT-OFF - A convenient auto shut-off feature activates when the water reaches boiling point.
Brand White Country Rose Ceramic Kettle - 1L | Cordless kettle with retro design | From Jean Patrique
Model Number JP0816
Colour White
Product Dimensions 15 x 23 x 14 cm; 1.57 Kilograms
Capacity 1 litres
Volume Capacity 1 litres
Material Ceramic
Auto Shutoff No
Item Weight 1.57 kg
",ceramic,white,1.57kg,1L
"Russell Hobbs 24990GCC Small Electric Kettle 1 Litre Fast Boil Cordless, Compact, 2400 W
Brand Russell Hobbs
Colour Silver
Material Compact Kettle
Power / Wattage 2400 watts
1 Litre compact, polished stainless steel kettle with plastic accents
Boils one 235 ml cup of water in just over 50 seconds
Rapid boil zone feature, allowing you to choose the right volume for 1, 2 or 3 cups
Saves up to 66 percent energy boiling one 235 ml cup versus 1 Litre
Perfect pour spout, power on indicator light, 360 Degree base with cord storage and removable, washable filter
Brand Russell Hobbs
Model Number 24990
Colour Silver
Package Dimensions 23.37 x 20.83 x 19.05 cm; 1.2 Kilograms
Volume Capacity 1 litres
Power / Wattage 2400 watts
Material Compact Kettle
Special Features Cordless
Item Weight 1.2 kg
",metal,silver,1.2kg,1L
